soil_type,season,temperature,humidity,rainfall,crop
alluvial,Rabi,23.27,49.88,42.86,Lentil
alluvial,Rabi,16.91,57.24,62.37,Lentil
alluvial,Rabi,22.46,47.64,50.1,Lentil
alluvial,Rabi,21.0,59.9,44.9,Lentil
alluvial,Rabi,19.18,48.17,40.11,Lentil
alluvial,Rabi,24.76,44.71,50.78,Lentil
alluvial,Rabi,18.7,53.69,51.04,Lentil
alluvial,Rabi,19.69,57.43,69.1,Lentil
alluvial,Rabi,21.87,54.27,59.8,Lentil
alluvial,Rabi,15.73,51.14,36.82,Lentil
alluvial,Rabi,19.71,47.09,56.22,Lentil
alluvial,Rabi,15.05,50.09,48.33,Lentil
alluvial,Rabi,21.71,42.64,66.23,Lentil
alluvial,Rabi,20.8,45.21,52.63,Lentil
alluvial,Rabi,23.78,42.64,46.11,Lentil
alluvial,Rabi,16.42,42.34,36.55,Lentil
alluvial,Rabi,19.99,59.47,44.84,Lentil
alluvial,Rabi,24.26,45.66,65.69,Lentil
alluvial,Rabi,20.17,48.72,40.77,Lentil
alluvial,Rabi,22.64,43.03,64.86,Lentil
alluvial,Rabi,15.53,42.97,43.05,Lentil
alluvial,Rabi,19.7,43.27,51.35,Lentil
alluvial,Rabi,24.95,58.54,36.43,Lentil
alluvial,Rabi,24.89,51.22,51.02,Lentil
alluvial,Rabi,23.46,57.34,39.33,Lentil
alluvial,Rabi,17.04,45.68,64.22,Lentil
alluvial,Rabi,20.63,53.26,42.43,Lentil
alluvial,Rabi,20.26,51.42,49.57,Lentil
alluvial,Rabi,17.46,49.96,38.3,Lentil
alluvial,Rabi,15.26,53.63,58.82,Lentil
alluvial,Rabi,18.74,58.58,38.71,Lentil
alluvial,Rabi,16.54,41.62,64.07,Lentil
alluvial,Rabi,19.54,59.1,55.8,Lentil
alluvial,Rabi,18.29,40.88,56.78,Lentil
alluvial,Rabi,18.25,54.63,60.7,Lentil
alluvial,Rabi,17.11,40.97,57.53,Lentil
alluvial,Rabi,22.98,54.88,54.15,Lentil
alluvial,Rabi,15.93,45.1,43.4,Lentil
alluvial,Rabi,15.89,57.05,40.7,Lentil
alluvial,Rabi,17.85,55.05,57.89,Lentil
alluvial,Rabi,17.99,56.02,60.76,Lentil
alluvial,Rabi,24.04,52.07,47.57,Lentil
alluvial,Rabi,23.32,50.25,52.14,Lentil
alluvial,Rabi,19.76,51.26,49.81,Lentil
alluvial,Rabi,23.11,52.28,50.19,Lentil
alluvial,Rabi,15.93,50.27,69.06,Lentil
alluvial,Rabi,21.48,54.27,67.57,Lentil
alluvial,Rabi,17.91,48.75,66.75,Lentil
alluvial,Rabi,18.0,59.68,58.95,Lentil
alluvial,Rabi,23.42,50.46,45.34,Lentil
alluvial,Rabi,20.51,58.35,52.97,Lentil
alluvial,Rabi,19.13,49.29,60.21,Lentil
alluvial,Rabi,18.55,51.71,61.9,Lentil
alluvial,Rabi,16.14,53.23,41.28,Lentil
alluvial,Rabi,23.43,40.91,49.57,Lentil
black,Zaid,28.14,44.48,60.29,Millets
black,Zaid,31.24,35.3,68.67,Millets
sandy,Zaid,27.11,31.56,69.29,Millets
black,Zaid,33.72,32.13,51.38,Millets
sandy,Zaid,28.95,30.27,56.23,Millets
black,Zaid,31.92,47.38,68.63,Millets
black,Zaid,28.03,46.26,54.67,Millets
black,Zaid,33.05,31.75,35.4,Millets
sandy,Zaid,26.12,30.32,68.82,Millets
sandy,Zaid,27.09,42.97,55.99,Millets
black,Zaid,33.42,47.16,51.54,Millets
sandy,Zaid,28.01,39.27,48.96,Millets
sandy,Zaid,26.16,48.05,59.55,Millets
black,Zaid,34.64,39.43,64.39,Millets
sandy,Zaid,27.01,41.39,63.35,Millets
sandy,Zaid,28.34,32.05,63.91,Millets
black,Zaid,34.79,46.97,59.48,Millets
black,Zaid,25.37,37.99,50.53,Millets
black,Zaid,27.32,31.21,30.76,Millets
black,Zaid,30.53,35.36,55.93,Millets
black,Zaid,26.17,42.45,55.85,Millets
black,Zaid,31.98,30.42,41.52,Millets
sandy,Zaid,29.69,38.76,50.31,Millets
black,Zaid,34.22,47.07,58.61,Millets
black,Zaid,26.31,35.87,58.46,Millets
black,Zaid,33.33,43.46,59.38,Millets
black,Zaid,33.0,46.89,54.87,Millets
black,Zaid,31.91,31.72,49.32,Millets
sandy,Zaid,26.99,42.11,34.04,Millets
black,Zaid,34.43,39.87,39.39,Millets
sandy,Zaid,34.99,37.18,40.43,Millets
sandy,Zaid,26.75,47.19,50.14,Millets
sandy,Zaid,28.38,32.28,39.07,Millets
sandy,Zaid,29.86,49.87,61.4,Millets
sandy,Zaid,32.7,41.14,65.85,Millets
sandy,Zaid,32.06,48.53,47.51,Millets
black,Zaid,34.63,45.12,68.99,Millets
sandy,Zaid,33.24,30.84,34.22,Millets
sandy,Zaid,33.71,48.22,36.28,Millets
black,Zaid,32.08,45.24,49.94,Millets
sandy,Zaid,26.54,37.27,62.77,Millets
sandy,Zaid,33.49,38.78,46.63,Millets
sandy,Zaid,27.45,46.18,43.65,Millets
sandy,Zaid,25.85,37.45,60.19,Millets
black,Zaid,31.29,34.91,60.13,Millets
black,Zaid,32.87,32.76,47.15,Millets
black,Zaid,33.98,49.04,50.65,Millets
black,Zaid,34.44,38.85,60.81,Millets
sandy,Zaid,25.85,36.3,69.28,Millets
sandy,Zaid,29.34,37.87,31.48,Millets
sandy,Zaid,34.03,31.16,55.26,Millets
black,Zaid,29.19,47.72,58.03,Millets
black,Zaid,32.22,36.27,43.77,Millets
black,Zaid,34.0,42.21,35.87,Millets
black,Zaid,29.46,34.1,51.78,Millets
black,Zaid,31.97,47.75,61.26,Millets
black,Zaid,32.75,47.62,33.37,Millets
black,Zaid,28.9,44.38,65.2,Millets
black,Zaid,27.14,40.23,42.49,Millets
black,Zaid,32.57,33.2,31.12,Millets
black,Zaid,27.41,45.48,59.06,Millets
sandy,Zaid,32.32,46.83,40.39,Millets
black,Zaid,26.24,45.13,67.65,Millets
black,Zaid,27.98,44.74,48.13,Millets
sandy,Zaid,33.05,49.78,52.62,Millets
sandy,Zaid,28.5,35.69,61.39,Millets
sandy,Zaid,32.14,40.39,39.91,Millets
black,Zaid,30.16,33.85,61.14,Millets
black,Zaid,25.98,44.23,63.14,Millets
sandy,Zaid,25.92,38.5,35.2,Millets
sandy,Zaid,29.46,37.39,51.05,Millets
black,Zaid,33.72,41.69,55.46,Millets
black,Zaid,31.89,48.96,59.27,Millets
black,Zaid,33.24,32.89,35.08,Millets
black,Zaid,26.29,44.09,64.53,Millets
sandy,Zaid,31.94,39.11,31.3,Millets
sandy,Zaid,34.44,37.39,68.07,Millets
black,Zaid,26.1,37.39,41.58,Millets
sandy,Zaid,26.18,36.1,44.98,Millets
black,Zaid,29.86,45.82,35.69,Millets
black,Zaid,25.49,47.89,65.56,Millets
sandy,Zaid,26.83,44.79,30.08,Millets
black,Zaid,25.68,30.89,49.25,Millets
black,Zaid,30.66,48.01,61.25,Millets
black,Zaid,33.34,46.67,35.31,Millets
sandy,Zaid,30.05,39.22,48.0,Millets
black,Zaid,26.49,44.56,33.57,Millets
black,Zaid,28.87,48.0,43.56,Millets
sandy,Zaid,34.58,47.8,59.44,Millets
sandy,Zaid,33.66,44.14,52.88,Millets
black,Zaid,30.61,32.48,52.37,Millets
sandy,Zaid,34.55,40.84,60.3,Millets
sandy,Zaid,32.51,40.05,30.75,Millets
sandy,Zaid,34.62,35.5,38.23,Millets
black,Zaid,25.85,40.67,42.82,Millets
sandy,Zaid,29.91,48.68,43.6,Millets
sandy,Zaid,29.15,47.19,42.7,Millets
black,Zaid,25.91,49.6,51.67,Millets
black,Zaid,26.44,35.11,33.59,Millets
black,Zaid,34.52,43.57,32.36,Millets
black,Zaid,26.81,44.27,41.92,Millets
sandy,Zaid,28.2,38.26,42.97,Millets
black,Zaid,34.42,47.99,32.08,Millets
sandy,Zaid,32.52,41.72,49.72,Millets
black,Zaid,34.49,35.39,42.73,Millets
black,Zaid,25.65,30.58,55.34,Millets
sandy,Zaid,27.69,49.27,57.0,Millets
sandy,Zaid,32.63,43.03,35.02,Millets
black,Zaid,29.46,46.93,50.02,Millets
sandy,Zaid,28.73,49.71,61.28,Millets
black,Zaid,34.61,41.1,31.67,Millets
black,Zaid,34.61,42.41,56.12,Millets
sandy,Zaid,25.01,48.67,49.29,Millets
black,Zaid,33.39,37.6,44.06,Millets
sandy,Zaid,30.85,40.21,31.82,Millets
sandy,Zaid,28.01,37.91,34.92,Millets
sandy,Zaid,32.25,49.98,65.13,Millets
sandy,Zaid,31.1,49.15,42.73,Millets
black,Zaid,31.35,49.59,58.31,Millets
black,Zaid,27.46,49.66,43.67,Millets
sandy,Zaid,34.47,46.57,47.42,Watermelon
sandy,Zaid,30.4,40.04,34.3,Watermelon
sandy,Zaid,30.75,48.26,46.86,Watermelon
sandy,Zaid,31.91,50.76,43.62,Watermelon
sandy,Zaid,29.0,57.85,44.48,Watermelon
sandy,Zaid,30.74,47.06,44.38,Watermelon
sandy,Zaid,27.03,56.78,44.36,Watermelon
sandy,Zaid,23.62,47.41,25.79,Watermelon
sandy,Zaid,24.88,40.4,28.43,Watermelon
sandy,Zaid,24.49,56.33,38.76,Watermelon
sandy,Zaid,25.05,49.88,30.89,Watermelon
sandy,Zaid,28.41,54.08,38.18,Watermelon
sandy,Zaid,24.55,56.42,31.88,Watermelon
sandy,Zaid,29.4,49.88,36.55,Watermelon
sandy,Zaid,22.85,42.56,21.95,Watermelon
sandy,Zaid,34.14,57.11,46.43,Watermelon
sandy,Zaid,24.49,53.56,49.76,Watermelon
sandy,Zaid,30.85,57.66,20.06,Watermelon
sandy,Zaid,30.33,58.86,21.56,Watermelon
sandy,Zaid,27.62,59.9,28.22,Watermelon
sandy,Zaid,28.44,50.35,21.3,Watermelon
sandy,Zaid,22.61,58.37,35.97,Watermelon
sandy,Zaid,22.07,43.89,22.45,Watermelon
sandy,Zaid,34.87,44.51,40.69,Watermelon
sandy,Zaid,33.92,43.94,29.88,Watermelon
sandy,Zaid,30.14,41.93,34.4,Watermelon
sandy,Zaid,29.7,52.53,30.03,Watermelon
sandy,Zaid,25.21,49.47,48.76,Watermelon
sandy,Zaid,32.68,50.39,27.1,Watermelon
sandy,Zaid,32.08,52.39,42.92,Watermelon
sandy,Zaid,29.53,41.71,21.82,Watermelon
sandy,Zaid,26.91,57.8,40.8,Watermelon
sandy,Zaid,22.81,56.05,21.64,Watermelon
sandy,Zaid,22.86,53.55,36.78,Watermelon
sandy,Zaid,33.05,48.03,38.52,Watermelon
sandy,Zaid,25.03,51.99,39.79,Watermelon
sandy,Zaid,27.89,49.28,32.84,Watermelon
sandy,Zaid,26.42,58.75,43.49,Watermelon
sandy,Zaid,28.72,51.76,23.24,Watermelon
sandy,Zaid,29.74,41.35,43.68,Watermelon
sandy,Zaid,33.76,42.52,35.27,Watermelon
sandy,Zaid,27.47,54.49,33.34,Watermelon
sandy,Zaid,23.79,40.88,23.83,Watermelon
sandy,Zaid,28.67,53.03,30.73,Watermelon
sandy,Zaid,23.92,46.17,30.29,Watermelon
sandy,Zaid,34.61,50.35,39.73,Watermelon
sandy,Zaid,22.75,50.14,45.06,Watermelon
sandy,Zaid,27.49,43.91,26.01,Watermelon
sandy,Zaid,32.21,46.83,40.04,Watermelon
sandy,Zaid,29.8,46.62,37.35,Watermelon
sandy,Zaid,30.01,48.37,24.87,Watermelon
sandy,Zaid,33.39,58.21,34.88,Watermelon
sandy,Zaid,30.3,53.86,34.0,Watermelon
sandy,Zaid,25.11,54.69,48.58,Watermelon
sandy,Zaid,32.49,47.52,32.01,Watermelon
sandy,Zaid,26.72,41.47,20.9,Watermelon
sandy,Zaid,23.85,48.81,38.94,Watermelon
sandy,Zaid,22.57,40.59,25.93,Watermelon
sandy,Zaid,24.85,45.24,25.23,Watermelon
sandy,Zaid,24.32,40.43,45.29,Watermelon
sandy,Zaid,22.27,53.55,31.37,Watermelon
sandy,Zaid,26.4,44.2,33.69,Watermelon
sandy,Zaid,32.52,53.22,48.23,Watermelon
sandy,Zaid,33.42,41.31,24.33,Watermelon
sandy,Zaid,32.33,43.83,31.35,Watermelon
sandy,Zaid,26.13,48.59,39.08,Watermelon
sandy,Zaid,31.92,51.75,45.63,Watermelon
sandy,Zaid,32.26,46.55,21.6,Watermelon
sandy,Zaid,33.35,57.03,49.05,Watermelon
sandy,Zaid,24.72,41.63,34.12,Watermelon
sandy,Zaid,24.18,47.76,46.47,Watermelon
sandy,Zaid,28.48,49.29,29.65,Watermelon
sandy,Zaid,28.83,49.67,48.67,Watermelon
sandy,Zaid,25.49,48.02,47.64,Watermelon
sandy,Zaid,24.69,57.9,33.56,Watermelon
sandy,Zaid,27.15,46.12,46.66,Watermelon
sandy,Zaid,34.16,47.48,36.52,Watermelon
sandy,Zaid,31.77,45.9,35.56,Watermelon
sandy,Zaid,29.59,49.31,38.63,Watermelon
sandy,Zaid,27.86,48.65,31.03,Watermelon
sandy,Zaid,26.12,47.65,25.39,Watermelon
sandy,Zaid,25.45,41.52,47.04,Watermelon
sandy,Zaid,32.95,50.26,39.31,Watermelon
sandy,Zaid,34.05,41.97,22.14,Watermelon
sandy,Zaid,29.1,46.68,40.25,Watermelon
sandy,Zaid,25.94,56.31,40.51,Watermelon
sandy,Zaid,24.48,52.08,24.14,Watermelon
sandy,Zaid,22.11,45.99,44.67,Watermelon
sandy,Zaid,34.3,56.44,42.73,Watermelon
sandy,Zaid,28.14,50.25,42.83,Watermelon
sandy,Zaid,33.25,44.55,41.7,Watermelon
sandy,Zaid,28.17,50.32,43.58,Watermelon
sandy,Zaid,31.39,49.23,43.76,Watermelon
sandy,Zaid,33.0,48.58,48.26,Watermelon
sandy,Zaid,24.72,49.0,36.75,Watermelon
sandy,Zaid,23.81,57.48,29.17,Watermelon
sandy,Zaid,28.5,53.18,30.64,Watermelon
sandy,Zaid,27.45,53.72,32.1,Watermelon
sandy,Zaid,26.24,40.46,43.56,Watermelon
sandy,Zaid,24.0,59.05,29.91,Watermelon
sandy,Zaid,34.74,44.08,31.72,Watermelon
sandy,Zaid,24.45,42.17,37.09,Watermelon
sandy,Zaid,30.31,46.09,25.14,Watermelon
sandy,Zaid,22.42,53.78,34.66,Watermelon
sandy,Zaid,24.59,58.23,31.58,Watermelon
sandy,Zaid,25.03,53.19,22.1,Watermelon
sandy,Zaid,26.79,40.22,29.8,Watermelon
sandy,Zaid,27.08,59.79,23.87,Watermelon
sandy,Zaid,28.22,41.38,48.65,Watermelon
sandy,Zaid,23.69,44.11,32.97,Watermelon
sandy,Zaid,24.06,51.5,29.31,Watermelon
sandy,Zaid,28.53,53.7,28.26,Watermelon
sandy,Zaid,34.88,48.91,44.74,Watermelon
sandy,Zaid,28.84,58.21,46.38,Watermelon
sandy,Zaid,28.02,40.78,22.73,Watermelon
sandy,Zaid,26.51,56.85,43.77,Watermelon
sandy,Zaid,29.97,56.2,25.25,Watermelon
sandy,Zaid,24.33,52.35,32.96,Watermelon
sandy,Zaid,33.84,43.67,37.06,Watermelon
sandy,Zaid,31.08,40.87,46.57,Watermelon
loamy,Zaid,23.29,62.56,33.76,Cucumber
loamy,Zaid,28.38,64.45,31.52,Cucumber
loamy,Zaid,24.94,65.24,28.64,Cucumber
loamy,Zaid,20.92,52.1,48.0,Cucumber
loamy,Zaid,24.92,53.3,31.22,Cucumber
loamy,Zaid,25.55,51.46,45.83,Cucumber
loamy,Zaid,24.57,64.92,50.67,Cucumber
loamy,Zaid,20.45,55.01,46.27,Cucumber
loamy,Zaid,23.93,64.97,39.54,Cucumber
loamy,Zaid,20.99,63.14,46.41,Cucumber
loamy,Zaid,21.68,66.41,50.25,Cucumber
loamy,Zaid,30.06,62.14,30.32,Cucumber
loamy,Zaid,26.42,57.82,27.33,Cucumber
loamy,Zaid,28.13,53.07,35.74,Cucumber
loamy,Zaid,28.57,67.85,40.97,Cucumber
loamy,Zaid,28.36,66.73,49.35,Cucumber
loamy,Zaid,24.69,56.17,26.57,Cucumber
loamy,Zaid,20.58,57.55,31.05,Cucumber
loamy,Zaid,24.5,54.77,27.74,Cucumber
loamy,Zaid,20.34,50.29,49.62,Cucumber
loamy,Zaid,22.65,67.65,48.91,Cucumber
loamy,Zaid,28.69,50.88,40.38,Cucumber
loamy,Zaid,23.87,62.54,43.74,Cucumber
loamy,Zaid,31.27,52.42,31.41,Cucumber
loamy,Zaid,23.88,50.3,44.62,Cucumber
loamy,Zaid,24.67,59.18,26.98,Cucumber
loamy,Zaid,27.8,57.38,27.02,Cucumber
loamy,Zaid,24.93,65.35,39.99,Cucumber
loamy,Zaid,28.55,65.83,52.67,Cucumber
loamy,Zaid,23.02,51.89,34.73,Cucumber
loamy,Zaid,28.13,69.45,45.81,Cucumber
loamy,Zaid,22.1,65.23,45.63,Cucumber
loamy,Zaid,20.81,50.35,52.36,Cucumber
loamy,Zaid,24.59,62.81,31.97,Cucumber
loamy,Zaid,22.79,62.33,51.9,Cucumber
loamy,Zaid,22.84,58.57,32.31,Cucumber
loamy,Zaid,20.72,57.49,33.9,Cucumber
loamy,Zaid,24.51,62.84,32.14,Cucumber
loamy,Zaid,28.87,56.57,33.34,Cucumber
loamy,Zaid,26.25,69.55,44.44,Cucumber
loamy,Zaid,29.01,54.58,46.99,Cucumber
loamy,Zaid,22.91,60.79,52.2,Cucumber
loamy,Zaid,29.62,63.93,31.67,Cucumber
loamy,Zaid,26.26,53.67,43.89,Cucumber
loamy,Zaid,30.44,51.4,30.77,Cucumber
loamy,Zaid,31.26,52.51,30.21,Cucumber
loamy,Zaid,22.84,51.56,46.75,Cucumber
loamy,Zaid,21.97,53.95,37.72,Cucumber
loamy,Zaid,23.64,61.53,54.03,Cucumber
loamy,Zaid,23.26,65.63,27.4,Cucumber
loamy,Zaid,24.78,53.36,38.24,Cucumber
loamy,Zaid,29.12,66.39,48.81,Cucumber
loamy,Zaid,29.14,58.55,27.5,Cucumber
loamy,Zaid,27.14,53.06,46.8,Cucumber
loamy,Zaid,24.57,56.12,33.5,Cucumber
loamy,Zaid,20.86,52.73,39.08,Cucumber
loamy,Zaid,30.99,50.08,50.85,Cucumber
loamy,Zaid,25.9,68.51,53.21,Cucumber
loamy,Zaid,24.61,56.16,54.63,Cucumber
loamy,Zaid,24.91,50.78,52.65,Cucumber
loamy,Zaid,31.19,53.25,47.89,Cucumber
loamy,Zaid,29.26,65.03,35.46,Cucumber
loamy,Zaid,27.62,57.36,26.73,Cucumber
loamy,Zaid,31.12,64.71,32.27,Cucumber
loamy,Zaid,31.06,57.23,46.2,Cucumber
loamy,Zaid,28.37,62.91,32.84,Cucumber
loamy,Zaid,31.33,52.95,32.42,Cucumber
loamy,Zaid,20.15,65.42,44.33,Cucumber
loamy,Zaid,24.77,61.72,52.03,Cucumber
loamy,Zaid,30.51,53.32,37.81,Cucumber
loamy,Zaid,26.01,60.66,51.6,Cucumber
loamy,Zaid,28.81,65.05,52.73,Cucumber
loamy,Zaid,21.31,61.45,48.93,Cucumber
loamy,Zaid,23.23,54.19,47.45,Cucumber
loamy,Zaid,20.08,53.37,39.75,Cucumber
loamy,Zaid,20.84,63.93,40.75,Cucumber
loamy,Zaid,28.8,53.41,36.24,Cucumber
loamy,Zaid,22.38,53.64,53.45,Cucumber
loamy,Zaid,26.81,54.25,31.03,Cucumber
loamy,Zaid,29.71,53.84,54.49,Cucumber
loamy,Zaid,25.29,68.26,28.28,Cucumber
loamy,Zaid,20.96,51.71,28.74,Cucumber
loamy,Zaid,24.11,61.71,39.34,Cucumber
loamy,Zaid,20.11,55.32,53.66,Cucumber
loamy,Zaid,21.16,60.45,25.22,Cucumber
loamy,Zaid,31.19,59.46,35.11,Cucumber
loamy,Zaid,24.04,63.64,35.29,Cucumber
loamy,Zaid,29.8,68.82,44.95,Cucumber
loamy,Zaid,27.33,69.51,51.19,Cucumber
loamy,Zaid,20.04,67.41,37.05,Cucumber
loamy,Zaid,20.31,52.46,40.92,Cucumber
loamy,Zaid,24.42,62.37,44.77,Cucumber
loamy,Zaid,26.18,63.2,25.09,Cucumber
loamy,Zaid,20.2,57.2,26.37,Cucumber
loamy,Zaid,28.14,54.67,39.54,Cucumber
loamy,Zaid,24.18,68.78,53.24,Cucumber
loamy,Zaid,31.84,67.14,52.16,Cucumber
loamy,Zaid,23.53,53.9,29.29,Cucumber
loamy,Zaid,21.53,65.94,34.04,Cucumber
loamy,Zaid,22.02,58.93,28.47,Cucumber
loamy,Zaid,22.92,53.41,53.33,Cucumber
loamy,Zaid,21.27,69.87,25.88,Cucumber
loamy,Zaid,30.83,65.33,31.61,Cucumber
loamy,Zaid,27.99,69.03,45.12,Cucumber
loamy,Zaid,31.07,62.67,39.76,Cucumber
loamy,Zaid,30.46,68.64,47.99,Cucumber
loamy,Zaid,27.73,57.54,46.52,Cucumber
loamy,Zaid,27.85,65.7,53.99,Cucumber
loamy,Zaid,29.7,54.47,28.47,Cucumber
loamy,Zaid,21.34,56.8,42.77,Cucumber
loamy,Zaid,28.94,52.32,36.03,Cucumber
loamy,Zaid,31.45,61.54,25.05,Cucumber
loamy,Zaid,27.08,53.8,36.64,Cucumber
loamy,Zaid,23.84,57.3,45.38,Cucumber
loamy,Zaid,26.24,62.03,31.66,Cucumber
loamy,Zaid,20.11,67.05,34.48,Cucumber
loamy,Zaid,30.05,60.0,38.67,Cucumber
loamy,Zaid,21.75,63.31,49.04,Cucumber
loamy,Zaid,27.19,56.18,54.71,Cucumber
loamy,Zaid,23.28,66.95,42.22,Cucumber
black,Zaid,24.95,49.08,41.3,Sunflower
loamy,Zaid,21.53,49.34,55.44,Sunflower
black,Zaid,27.0,36.05,55.96,Sunflower
black,Zaid,28.57,49.55,38.97,Sunflower
black,Zaid,29.91,45.96,40.12,Sunflower
loamy,Zaid,29.9,50.15,41.73,Sunflower
loamy,Zaid,22.82,53.46,51.03,Sunflower
loamy,Zaid,20.97,41.47,53.74,Sunflower
black,Zaid,28.5,49.19,43.73,Sunflower
black,Zaid,25.77,43.84,44.47,Sunflower
black,Zaid,22.1,51.09,35.87,Sunflower
black,Zaid,23.62,52.12,33.06,Sunflower
black,Zaid,23.77,54.65,50.38,Sunflower
black,Zaid,29.26,36.92,59.22,Sunflower
black,Zaid,29.45,37.35,45.46,Sunflower
loamy,Zaid,25.93,54.39,48.81,Sunflower
loamy,Zaid,22.45,37.38,41.9,Sunflower
loamy,Zaid,26.88,54.09,49.58,Sunflower
loamy,Zaid,27.76,54.82,50.12,Sunflower
black,Zaid,27.78,52.3,49.51,Sunflower
loamy,Zaid,26.32,43.9,30.35,Sunflower
black,Zaid,20.83,44.78,50.06,Sunflower
black,Zaid,20.23,46.46,47.18,Sunflower
loamy,Zaid,26.94,36.89,47.79,Sunflower
loamy,Zaid,24.84,47.89,43.01,Sunflower
black,Zaid,20.99,36.27,57.27,Sunflower
black,Zaid,24.05,49.01,41.81,Sunflower
loamy,Zaid,20.64,51.74,46.17,Sunflower
black,Zaid,27.54,39.15,49.76,Sunflower
black,Zaid,21.81,46.98,35.4,Sunflower
loamy,Zaid,28.01,37.46,33.86,Sunflower
black,Zaid,26.53,36.76,37.7,Sunflower
black,Zaid,20.85,37.49,38.96,Sunflower
black,Zaid,24.23,53.9,30.0,Sunflower
loamy,Zaid,20.46,53.92,57.14,Sunflower
loamy,Zaid,26.59,43.9,47.31,Sunflower
loamy,Zaid,25.23,54.72,40.56,Sunflower
black,Zaid,26.88,48.25,31.34,Sunflower
black,Zaid,21.88,40.99,54.98,Sunflower
black,Zaid,26.02,39.32,40.77,Sunflower
black,Zaid,27.29,43.44,46.5,Sunflower
loamy,Zaid,23.82,53.07,42.0,Sunflower
black,Zaid,29.45,48.53,58.21,Sunflower
black,Zaid,25.36,36.41,51.98,Sunflower
black,Zaid,27.14,46.27,49.43,Sunflower
black,Zaid,24.2,38.07,59.77,Sunflower
loamy,Zaid,23.79,54.28,37.42,Sunflower
loamy,Zaid,21.25,37.2,46.45,Sunflower
black,Zaid,23.29,36.78,57.28,Sunflower
loamy,Zaid,21.46,50.96,38.21,Sunflower
black,Zaid,23.77,54.38,41.36,Sunflower
black,Zaid,27.83,37.47,45.79,Sunflower
loamy,Zaid,25.89,51.14,32.87,Sunflower
loamy,Zaid,27.0,52.31,46.55,Sunflower
black,Zaid,28.97,38.41,58.4,Sunflower
loamy,Zaid,21.81,51.12,50.33,Sunflower
loamy,Zaid,24.77,37.55,30.28,Sunflower
black,Zaid,26.58,37.85,47.03,Sunflower
loamy,Zaid,20.53,49.51,59.23,Sunflower
black,Zaid,26.78,43.36,43.73,Sunflower
loamy,Zaid,29.86,50.97,45.07,Sunflower
loamy,Zaid,29.53,45.41,51.55,Sunflower
black,Zaid,23.05,52.16,58.42,Sunflower
loamy,Zaid,27.71,51.9,49.04,Sunflower
black,Zaid,27.3,53.9,34.95,Sunflower
black,Zaid,20.85,40.72,57.89,Sunflower
black,Zaid,29.62,43.48,45.26,Sunflower
black,Zaid,24.8,45.3,59.94,Sunflower
black,Zaid,24.05,47.33,57.33,Sunflower
black,Zaid,27.14,49.05,52.49,Sunflower
black,Zaid,29.94,48.22,57.61,Sunflower
black,Zaid,26.07,54.29,50.24,Sunflower
black,Zaid,21.75,42.34,34.0,Sunflower
loamy,Zaid,29.52,43.45,41.37,Sunflower
loamy,Zaid,29.7,41.76,50.37,Sunflower
black,Zaid,22.9,44.66,37.94,Sunflower
black,Zaid,27.38,46.38,36.52,Sunflower
loamy,Zaid,29.29,54.18,45.47,Sunflower
black,Zaid,29.35,52.85,55.45,Sunflower
black,Zaid,23.56,47.31,39.86,Sunflower
loamy,Zaid,21.07,41.99,51.67,Sunflower
loamy,Zaid,23.55,37.03,44.76,Sunflower
black,Zaid,25.29,52.97,42.32,Sunflower
loamy,Zaid,20.07,50.39,37.5,Sunflower
loamy,Zaid,23.95,40.99,42.85,Sunflower
black,Zaid,25.36,40.39,59.68,Sunflower
loamy,Zaid,21.62,42.07,43.02,Sunflower
loamy,Zaid,28.84,49.18,33.32,Sunflower
loamy,Zaid,20.4,42.89,52.32,Sunflower
black,Zaid,21.6,38.98,44.38,Sunflower
loamy,Zaid,21.19,44.78,44.87,Sunflower
black,Zaid,23.25,50.29,56.45,Sunflower
loamy,Zaid,21.31,54.15,53.78,Sunflower
black,Zaid,21.56,45.0,53.02,Sunflower
black,Zaid,20.52,51.6,42.89,Sunflower
black,Zaid,24.34,40.79,44.58,Sunflower
loamy,Zaid,22.48,38.05,45.34,Sunflower
black,Zaid,22.81,37.3,37.91,Sunflower
black,Zaid,26.66,43.58,44.22,Sunflower
black,Zaid,27.01,45.05,35.44,Sunflower
black,Zaid,22.29,37.65,31.15,Sunflower
black,Zaid,29.29,43.53,48.49,Sunflower
black,Zaid,28.64,42.61,45.75,Sunflower
black,Zaid,22.22,43.52,31.84,Sunflower
loamy,Zaid,26.44,41.09,38.08,Sunflower
loamy,Zaid,29.43,49.23,37.41,Sunflower
black,Zaid,21.82,35.01,49.81,Sunflower
loamy,Zaid,22.12,44.44,57.25,Sunflower
black,Zaid,24.31,40.05,44.74,Sunflower
loamy,Zaid,23.04,36.94,30.41,Sunflower
black,Zaid,23.31,49.83,40.84,Sunflower
loamy,Zaid,22.38,40.52,47.53,Sunflower
black,Zaid,28.87,37.61,52.28,Sunflower
black,Zaid,20.41,54.37,56.52,Sunflower
black,Zaid,21.93,43.92,32.96,Sunflower
loamy,Zaid,23.01,44.48,52.83,Sunflower
black,Zaid,20.44,38.83,46.51,Sunflower
loamy,Zaid,28.92,50.19,55.38,Sunflower
loamy,Zaid,28.95,43.97,51.52,Sunflower
loamy,Zaid,20.68,43.38,57.94,Sunflower
sandy,Zaid,26.67,35.48,58.86,Sesame
